Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"03/08/2021 10:30:20","03/08/2021","Calorific Value, LDZ(SO)","39.1000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","03/08/2021","Calorific Value, LDZ(SW)","39.4000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","03/08/2021","Calorific Value, LDZ(WM)","39.6000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","03/08/2021","Calorific Value, LDZ(WN)","39.6000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","03/08/2021","Calorific Value, LDZ(WS)","39.3000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, Campbeltown","38.8000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(EA)","39.0000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(EM)","39.3000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(NE)","40.1000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(NO)","40.1000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(NT)","39.2000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(NW)","39.5000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(SC)","39.2000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(SE)","38.7000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(SO)","39.2000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(SW)","39.3000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(WM)","39.5000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(WN)","39.5000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, LDZ(WS)","39.3000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, Oban","38.8000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, Stornoway","93.0000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, Stranraer","38.8000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, Thurso","38.8000","03/08/2021 10:41:16",""
"03/08/2021 10:30:20","02/08/2021","Calorific Value, Wick","38.8000","03/08/2021 10:41:16",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(EA)","39.0000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(EM)","39.4000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(NE)","40.0000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(NO)","40.2000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(NT)","39.2000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(NW)","39.5000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(SC)","39.4000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(SE)","38.5000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(SO)","39.4000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(SW)","39.4000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(WM)","39.5000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(WN)","39.4000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","02/08/2021","Calorific Value, LDZ(WS)","39.2000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, Campbeltown","38.8000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(EA)","39.1000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(EM)","39.3000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(NE)","40.0000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(NO)","40.1000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(NT)","39.1000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(NW)","39.5000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(SC)","39.3000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(SE)","38.7000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(SO)","39.3000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(SW)","39.4000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(WM)","39.5000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(WN)","39.5000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, LDZ(WS)","39.3000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, Oban","38.8000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, Stornoway","93.0000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, Stranraer","38.8000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, Thurso","38.8000","02/08/2021 10:40:13",""
"02/08/2021 10:30:16","01/08/2021","Calorific Value, Wick","38.8000","02/08/2021 10:40:13",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(EA)","39.3000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(EM)","39.4000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(NE)","40.0000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(NO)","40.2000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(NT)","38.9000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(NW)","39.5000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(SC)","39.2000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(SE)","38.9000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(SO)","39.4000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(SW)","39.3000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(WM)","39.6000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(WN)","39.5000","01/08/2021 10:38:50",""
"01/08/2021 10:30:13","01/08/2021","Calorific Value, LDZ(WS)","39.3000","01/08/2021 10:38:50",""
